Iniciando gerador uRLLC (Scapy/TCP) para 10.0.99.1:5000
Latência uRLLC (RTT local): 1.060 ms
Latência uRLLC (RTT local): 0.593 ms
Latência uRLLC (RTT local): 0.876 ms
Latência uRLLC (RTT local): 0.655 ms
Latência uRLLC (RTT local): 0.683 ms
Latência uRLLC (RTT local): 0.736 ms
Latência uRLLC (RTT local): 0.849 ms
Latência uRLLC (RTT local): 1.340 ms
Latência uRLLC (RTT local): 1.135 ms
Latência uRLLC (RTT local): 0.767 ms
Latência uRLLC (RTT local): 0.740 ms
Latência uRLLC (RTT local): 0.941 ms
Latência uRLLC (RTT local): 0.838 ms
Latência uRLLC (RTT local): 0.588 ms
Latência uRLLC (RTT local): 0.447 ms
Latência uRLLC (RTT local): 0.477 ms
Latência uRLLC (RTT local): 0.508 ms
Latência uRLLC (RTT local): 0.875 ms
Latência uRLLC (RTT local): 0.791 ms
Latência uRLLC (RTT local): 0.670 ms
Latência uRLLC (RTT local): 0.736 ms
Latência uRLLC (RTT local): 0.542 ms
Latência uRLLC (RTT local): 1.105 ms
Latência uRLLC (RTT local): 0.825 ms
Latência uRLLC (RTT local): 0.735 ms
Latência uRLLC (RTT local): 1.313 ms
Latência uRLLC (RTT local): 0.855 ms
Latência uRLLC (RTT local): 1.491 ms
Latência uRLLC (RTT local): 1.046 ms
Latência uRLLC (RTT local): 0.922 ms
Latência uRLLC (RTT local): 0.734 ms
Latência uRLLC (RTT local): 1.182 ms
Latência uRLLC (RTT local): 1.008 ms
Latência uRLLC (RTT local): 0.654 ms
Latência uRLLC (RTT local): 0.548 ms
Latência uRLLC (RTT local): 0.597 ms
Latência uRLLC (RTT local): 0.678 ms
Latência uRLLC (RTT local): 1.195 ms
Latência uRLLC (RTT local): 1.040 ms
Latência uRLLC (RTT local): 0.979 ms
Latência uRLLC (RTT local): 0.996 ms
Latência uRLLC (RTT local): 0.755 ms
Latência uRLLC (RTT local): 0.828 ms
Latência uRLLC (RTT local): 0.823 ms
Latência uRLLC (RTT local): 0.736 ms
Latência uRLLC (RTT local): 0.693 ms
Latência uRLLC (RTT local): 0.878 ms
Latência uRLLC (RTT local): 0.872 ms
Latência uRLLC (RTT local): 1.291 ms
Latência uRLLC (RTT local): 1.243 ms
Latência uRLLC (RTT local): 0.607 ms
Latência uRLLC (RTT local): 0.722 ms
Latência uRLLC (RTT local): 0.604 ms
Latência uRLLC (RTT local): 1.065 ms
Latência uRLLC (RTT local): 0.670 ms
Latência uRLLC (RTT local): 0.798 ms
Latência uRLLC (RTT local): 0.632 ms
Latência uRLLC (RTT local): 0.558 ms
Latência uRLLC (RTT local): 0.540 ms
Latência uRLLC (RTT local): 0.470 ms
Latência uRLLC (RTT local): 0.630 ms
Latência uRLLC (RTT local): 0.480 ms
Latência uRLLC (RTT local): 0.678 ms
Latência uRLLC (RTT local): 0.686 ms
Latência uRLLC (RTT local): 0.992 ms
Latência uRLLC (RTT local): 0.710 ms
Latência uRLLC (RTT local): 0.742 ms
Latência uRLLC (RTT local): 0.583 ms
Latência uRLLC (RTT local): 0.514 ms
Latência uRLLC (RTT local): 0.837 ms
Latência uRLLC (RTT local): 1.124 ms
Latência uRLLC (RTT local): 0.421 ms
Latência uRLLC (RTT local): 0.602 ms
Latência uRLLC (RTT local): 0.880 ms
Latência uRLLC (RTT local): 0.624 ms
Latência uRLLC (RTT local): 0.939 ms
Latência uRLLC (RTT local): 0.548 ms
Latência uRLLC (RTT local): 0.686 ms
Latência uRLLC (RTT local): 0.570 ms
Latência uRLLC (RTT local): 0.517 ms
Latência uRLLC (RTT local): 1.282 ms
Latência uRLLC (RTT local): 0.544 ms
Latência uRLLC (RTT local): 0.693 ms
Latência uRLLC (RTT local): 0.603 ms
Latência uRLLC (RTT local): 0.581 ms
Latência uRLLC (RTT local): 0.912 ms
Latência uRLLC (RTT local): 0.415 ms
Latência uRLLC (RTT local): 0.610 ms
Latência uRLLC (RTT local): 0.781 ms
Latência uRLLC (RTT local): 0.899 ms
Latência uRLLC (RTT local): 0.710 ms
Latência uRLLC (RTT local): 0.746 ms
Latência uRLLC (RTT local): 1.391 ms
Latência uRLLC (RTT local): 1.208 ms
Latência uRLLC (RTT local): 0.549 ms
Latência uRLLC (RTT local): 1.113 ms
Latência uRLLC (RTT local): 0.696 ms
Latência uRLLC (RTT local): 0.687 ms
Latência uRLLC (RTT local): 0.540 ms
Latência uRLLC (RTT local): 0.840 ms
Latência uRLLC (RTT local): 0.670 ms
Latência uRLLC (RTT local): 1.123 ms
Latência uRLLC (RTT local): 0.822 ms
Latência uRLLC (RTT local): 0.852 ms
Latência uRLLC (RTT local): 0.829 ms
Latência uRLLC (RTT local): 1.146 ms
Latência uRLLC (RTT local): 1.524 ms
Latência uRLLC (RTT local): 0.698 ms
Latência uRLLC (RTT local): 0.952 ms
Latência uRLLC (RTT local): 1.015 ms
Latência uRLLC (RTT local): 0.603 ms
Latência uRLLC (RTT local): 0.643 ms
Latência uRLLC (RTT local): 0.652 ms
Latência uRLLC (RTT local): 1.275 ms
Latência uRLLC (RTT local): 0.993 ms
Latência uRLLC (RTT local): 0.987 ms
Latência uRLLC (RTT local): 1.255 ms
Latência uRLLC (RTT local): 0.550 ms
Latência uRLLC (RTT local): 0.698 ms
Latência uRLLC (RTT local): 0.788 ms
Latência uRLLC (RTT local): 0.777 ms
